   31-Oct-2019 13:23:47

=============================================================================
Please enter the name of the location you are interested in: [noh][ugn][ord] 
ord

temp_table

temp_table =

  21976×12 <a href="matlab:helpPopup table" style="font-weight:bold">table</a>

    <strong>Var1</strong>        <strong>Date</strong>       <strong>max</strong>    <strong>min</strong>      <strong>mean</strong>         <strong>dewpt</strong>       <strong>windS</strong>     <strong>windD</strong>      <strong>peak</strong>      <strong>atm</strong>       <strong>sea</strong>      <strong>precip</strong>
    <strong>_____</strong>    <strong>__________</strong>    <strong>___</strong>    <strong>___</strong>    <strong>_________</strong>    <strong>_________</strong>    <strong>_______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>

     9300    1984-04-18     45     38       41.043       33.957     10.435     161.3       NaN       NaN       NaN        0 
     9301    1984-04-19     52     39       43.458       36.583     5.8333    93.333       NaN       NaN       NaN        0 
     9302    1984-04-20     54     36       45.583       37.125      7.625    103.33       NaN       NaN       NaN        0 
     9303    1984-04-21     53     43       47.522       30.739     13.542    72.917       NaN       NaN       NaN        0 
     9304    1984-04-22     45     38           41       34.714     14.273    106.82       NaN       NaN       NaN      1.2 
     9305    1984-04-23     42     39       40.045       34.591     7.0435    265.22       NaN       NaN       NaN        0 
     9306    1984-04-24     51     39        44.75       37.542      5.375    242.92       NaN       NaN       NaN        0 
     9307    1984-04-25     61     42       52.261       36.435     6.5217    109.13       NaN       NaN       NaN        0 
     9308    1984-04-26     81     48       67.333       53.125     13.375    147.92       NaN       NaN       NaN        0 
     9309    1984-04-27     78     63       69.875       59.667     17.333    193.33       NaN       NaN       NaN      0.2 
     9310    1984-04-28     64     52       58.333         34.5     11.708    239.17       NaN       NaN       NaN        0 
     9311    1984-04-29     68     46       56.875       42.696      14.13    129.57       NaN       NaN       NaN      0.3 
     9312    1984-04-30     69     42       49.667       36.583     25.708    250.83       NaN       NaN       NaN        0 
     9313    1984-05-01     59     41        49.87        32.13     12.739    265.22       NaN       NaN       NaN        0 
     9314    1984-05-02     57     44        49.25       31.917     11.125    97.917       NaN       NaN       NaN        0 
     9315    1984-05-03     55     44       47.182       39.455     12.864    58.182       NaN       NaN       NaN      0.3 
     9316    1984-05-04     55     44       49.273       38.045          9    81.429       NaN       NaN       NaN        0 
     9317    1984-05-05     67     47       57.348           44     7.0909    229.55       NaN       NaN       NaN        0 
     9318    1984-05-06     68     52       59.625       44.667     7.6818    125.45       NaN       NaN       NaN        0 
     9319    1984-05-07     69     54       61.542       46.333     12.958    241.25       NaN       NaN       NaN        0 
     9320    1984-05-08     52     44       47.292       29.708     16.458     287.5       NaN       NaN       NaN        0 
     9321    1984-05-09     59     44       49.208       37.792       9.75    244.17       NaN       NaN       NaN        0 
     9322    1984-05-10     67     45       57.857       41.095         11    175.45       NaN       NaN       NaN        0 
     9323    1984-05-11     70     56        62.75       48.917     6.6087    233.04       NaN       NaN       NaN      0.1 
     9324    1984-05-12     70     51       58.917       38.667       7.25    221.25       NaN       NaN       NaN        0 
     9325    1984-05-13     72     44       55.458       44.292     12.667    148.33       NaN       NaN       NaN      0.2 
     9326    1984-05-14     66     40       53.542       36.292     6.7917    204.17       NaN       NaN       NaN        0 
     9327    1984-05-15     56     43       50.375       29.542      10.25    34.583       NaN       NaN       NaN        0 
     9328    1984-05-16     61     42       52.478        26.13          5     80.87       NaN       NaN       NaN        0 
     9329    1984-05-17     79     48        64.87       37.174     8.2727    200.45       NaN       NaN       NaN        0 
     9330    1984-05-18     88     60       72.913       52.478      10.25       220       NaN       NaN       NaN        0 
     9331    1984-05-19     77     61       68.167       59.542     6.3043    193.04       NaN       NaN       NaN      0.2 
     9332    1984-05-20     70     57       61.792       53.958      5.087       120       NaN       NaN       NaN      0.5 
     9333    1984-05-21     75     56           65           59     6.8182    158.64       NaN       NaN       NaN        0 
     9334    1984-05-22     70     59       64.958       60.833     7.9583    247.92       NaN       NaN       NaN      0.8 
     9335    1984-05-23     68     55           62       46.318     7.2273    278.18       NaN       NaN       NaN      0.1 
     9336    1984-05-24     76     51       65.739       49.913         13    205.65       NaN       NaN       NaN        0 
     9337    1984-05-25     71     59       63.833       56.042     11.333    207.92       NaN       NaN       NaN      0.6 
     9338    1984-05-26     62     48       54.348       45.348     7.1304       130       NaN       NaN       NaN        0 
     9339    1984-05-27     63     50       55.571       40.095     8.8095    59.524       NaN       NaN       NaN        0 
     9340    1984-05-28     51     43       46.458       41.292     18.917    70.833       NaN       NaN       NaN      1.7 
     9341    1984-05-29     57     42       48.917       34.958      8.875    227.08       NaN       NaN       NaN        0 
     9342    1984-05-30     68     43       56.333         39.5     7.8261    211.74       NaN       NaN       NaN        0 
     9343    1984-05-31     73     52       64.208       42.375      8.875    240.83       NaN       NaN       NaN        0 
     9344    1984-06-01     82     57       70.625       53.167        8.5    205.83       NaN       NaN       NaN        0 
     9345    1984-06-02     84     65           73        58.75          8    253.33       NaN       NaN       NaN        0 
     9346    1984-06-03     82     58       70.043       42.348     4.6957    183.91       NaN       NaN       NaN        0 
     9347    1984-06-04     83     60       72.955       47.727     8.8571    163.33       NaN       NaN       NaN        0 
     9348    1984-06-05     87     68         78.5       60.333      12.75    206.25       NaN       NaN       NaN        0 
     9349    1984-06-06     90     74       80.208       63.833     13.458    209.17       NaN       NaN       NaN        0 
     9350    1984-06-07     87     73       80.042       63.542     17.375    201.25       NaN       NaN       NaN        0 
     9351    1984-06-08     86     72       79.125       65.375       17.5    220.42       NaN       NaN       NaN      0.1 
     9352    1984-06-09     85     68        76.25       66.042      7.125    206.67       NaN       NaN       NaN      0.3 
     9353    1984-06-10     87     69       77.958       56.208     13.667    245.42       NaN       NaN       NaN        0 
     9354    1984-06-11     71     57       62.696       47.783     8.8261    91.739       NaN       NaN       NaN        0 
     9355    1984-06-12     91     55        78.75       59.375       9.75    197.92       NaN       NaN       NaN        0 
     9356    1984-06-13     87     70        76.75       64.875      5.125    215.83       NaN       NaN       NaN      0.9 
     9357    1984-06-14     73     54       62.792       49.042         10    80.833       NaN       NaN       NaN        0 
     9358    1984-06-15     65     53       60.125       48.125       6.75    64.583       NaN       NaN       NaN        0 
     9359    1984-06-16     85     61       72.208       61.375     6.8333       140       NaN       NaN       NaN        0 
     9360    1984-06-17     93     77       84.826       67.043     11.304       230       NaN       NaN       NaN        0 
     9361    1984-06-18     86     73       79.792       65.208      9.125    258.75       NaN       NaN       NaN        0 
     9362    1984-06-19     81     64       73.417           57     5.2273    137.27       NaN       NaN       NaN        0 
     9363    1984-06-20     77     61       68.708       53.375     8.5833    57.083       NaN       NaN       NaN        0 
     9364    1984-06-21     83     62       72.208       57.875     7.5217     69.13       NaN       NaN       NaN      0.1 
     9365    1984-06-22     77     65       70.833       60.875     6.9167    161.25       NaN       NaN       NaN      0.9 
     9366    1984-06-23     82     64       71.208       62.417     5.7917    226.67       NaN       NaN       NaN      0.5 
     9367    1984-06-24     79     63       70.421       52.368     8.6842    303.68       NaN       NaN       NaN        0 
     9368    1984-06-25     76     60       68.174       48.826     5.9565     191.3       NaN       NaN       NaN        0 
     9369    1984-06-26     85     62       74.682         55.5     11.455    207.27       NaN       NaN       NaN      0.3 
